call_number,display_template,provenance,binding_description,date,title,location,Publisher,longitude,latitude,subject,local_note,editor,author,note,,,,,,Formats
PT19.A4 v2,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former owner's inscription: [L. Wentphal].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1771,Almanach der deutschen Musen,[Leipzig], [Schwickert],,,Calendar ; stories ; poetry.,,,Gellert; Klopstock; Schlegel.,,,,,,,
PT19.A4 v3,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former owner's inscription: [illegible].,1/4 calf with daubed paste paper over boards; blue edges. ,1770,Almanach der deutschen Musen ,Leipzig, n.p.,,,Calendar ; poetry ; stories. ,,,,,,,,,,
PT19.A4 v4,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus],1/4 calf with daubed paste paper over boards; blue edges. ,1773,Almanach der deutschen Musen ,Leipzig, der Schwickertschen Buchhandlung,,,Poetry ; Stories,,,Gleim,,,,,,,
PT19 .A4 v8,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible],1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1777,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Calendar ; books reviews ; poetry.,,,Gleim & Heinse,,,,,,,
PT19 .A4 v7,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible]; former's owner's manuscript: [tallies].,1/4 calf with daubed paste paper over boards; blue edges. ,1776,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Calendar ; books reviews ; poetry.,,,"Goethe, Gleim, Herder.",,,,,,,
PT19 .A4 v6,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible],1/4 calf with daubed paste paper over boards; blue edges. ,1775,Almanach der deutschen Musen ,Leipzig, Schwickertschen Verlage,,,Book reviews ; poetry. ,,,Gleim,Review of Goethe's Wether on p. 75,,,,,,
PT19 .A4 v5,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible],1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1774,Almanach der deutschen Musen ,Leipzig, Schwickertschen Verlage,,,Book reviews ; poetry. ,,,Gleim; Jacobi.,,,,,,,
PT19 .A4 v9,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1778,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Calendar ; book reviews ; poetry,,,Gleim; Heinse.,,,,,,,
PT19 .A4 v10,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1779,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,,Gleim.,,,,,,,
PT19 .A4 v11 c.2,record,Former owner's bookplate [two lions; siccrescant meaillia]; ,1/4 calf with brown spattered paste paper over boards; red edges; gold detailing on spine. ,1780,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,,Gleim.,,,,,,,
PT19 .A4 v11 c.1,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1780,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,,Gleim. ,C.1 & C.2 are identical except for binding.,,,,,,
PT19 .A4 v12,record,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,1781,Almanach der deutschen Musen ,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,,,,,,,,,
PT19. A407,record,Heavy annotation in pen and pencil throughout.,Brown plaid calf leather with metal and mother of pearl shield on front cover; remains of a metal clasp; gilt edges.,1829,Almanach der Liebe und Freundschaft 1829,Wien, Verlag des F. Pfautsch,,,Calendar ; poetry ; stories. Fashion plates.,6 hand-colored engravings. ,,,,,,,,,
PT19. A408,record,"Former owner's inscription: XLIV, [illegible], 1814.",1/4 calf with spattered brown paste paper over boards; red edges; gold detailing on spine.,1802,"Almanach der neuesten Fortschritte, Erfindungen und Entdeckungen in den spekulativen und positiven Wissenschaften.",Erfurt, Georg Adam Keyser,,,Science ; philosophy ; theology,,"Bellermann, J. J.",,,,,,,,
PT19. A409 v1+2,record,,Spanish marbled paper over boards; spattered edges. ,1831,Almanach der Novellen und Sagen,Halberstadt & Leipzig, Carl Brüggemann & Otto Wigands Verlag,,,Novellas,,"Bronikowski, Alexander.",,,,,,,,
PT19. A409 v3+4,record,,Spanish marbled paper over boards; spattered edges. ,1831,Almanach der Novellen und Sagen,Halberstadt & Leipzig, Carl Brüggemann & Otto Wigands Verlag,,,Novellas.,,"Bronikowski, Alexander.","Marsano, W; Adolphi, M.",,,,,,,
PT19.A41 v.2,record,Former owner's inscription: [C.] F. Kraipelien,Illustrated tan paper over boards; gilt edges.,1826,Almanach der Parodieen und Travestien.,Leipzig, Taubert'sche Buchhandlung,,,Humor ; poetry.,,"Solbrig, C. F.",Goethe; Koetzebue; Schiller. ,,,,,,,
Pt19.A41 v.1,record,Former owner's inscription: [G.] Brandauer; former owner's stamp: [illegible]; former owner's inscription: [illegible].,Illustrated blue paper over boards; gilt edges. ,1818,Almanach der Parodieen und Travestien. Zweyter Almanach.,Leipzig, Carl Friedrich Franz,,,Humor ; poetry.,,"Roeller, M. Gottfr. Guenth.",Schiller; Bürger; Pfeffel; Körner.,,,,,,,
PT19.A416,record,,"Maroon cloth, original illustrated yellow wrappers bound in.",1823,"Almanach der Weisheit, der Tugend und des Erdenglücks. Ein Mitgabe fuer Diejenigen des weiblichen Geschlechts.",Quedlinburg & Leipzig, Gottfried Basse,,,Calendar,,,,,,,,,,
PT19.A42 v1,record,,Blue decorated pink paper over boards; black spattered edges. ,1834,Almanach dramatischer Spiele für das Jahr 1834,Wien, Franz Tendler,,,Drama.,,Lembert.,,,,,,,,
PT19.A42 v2,record,Former owner's inscription: [illegible].,Decorated blue paper over boards. ,1836,Almanach dramatischer Spiele fuer das Jahr 1836,Wien, Franz Tendler,,,Drama. ,,Lembert.,,,,,,,,
PT19.A43 v2,record,,1/4 Morocco with purple decorated paper over boards.,1804,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Berlin, F. T. de La Garde,,,Humorous and satirical plays,6 hand-colored engravings. ,"Kotzebue, A. von.",Kotzebue,,,,,,,
PT19.A43 v3,record,,1/4 cloth with gray paper over boards. ,1805,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Berlin, F. T. de La Garde,,,Humorous and satirical plays.,,"Kotzebue, A. von.",Kotzebue,,,,,,,
PT19.A43 v5,record,,Green paper over boards; yellow edges.,1807,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Leipzig, P. G. Kummer,,,Drama,,"Kotzebue, A. von.",Kotzebue,,,,,,,
PT19.A43 v8,record,,Illustrated black and cream paper over boards; green edges. ,1810,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Riga, C. J. G. Hartmann,,,Drama,6 hand-colored engravings. ,"Kotzebue, A. von.",Kotzebue,,,,,,,
PT19.A43 v9,record,,Rebound. Brown cloth over boards. ,1811,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Leipzig, C. J. G. Hartmann,,,Drama,6 handcolored engravings.,"Kotzebue, A. von.",Kotzebue,,,,,,,
PT19.A43 v12,record,,Rebound. Brown cloth over boards. ,1814,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Leipzig, C. J. G. Hartmann,,,Drama,6 handcolored engravings.,"Kotzebue, A. von.",Kotzebue,,,,,,,
PT19.A43 v16,record,,Spanish marbled paper over boards; red spine label; gold detailing on spine. ,1818,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Leipzig, P. G. Kummer,,,Drama,7 handcolored engravings.,"Kotzebue, A. von.",Kotzebue,,,,,,,
PT19.A431,record,Former owner's inscription: [illegible].,Spattered green paste paper over boards;,1815,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Wien, Anton Doll,,,Drama,Missing 5 engravings.,"Kotzebue, A. von.",Kotzebue,,,,,,,
PT19.A43 v29,record,,Brown paste paper over boards; teal edges; manuscript spine label. ,1831,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Hamburg, Hoffmann & Campe,,,Drama,5 handcolored engravings.,"Lebrün, Carl.","Töpfer, C; Charron.",,,,,,,
PT19.A43 v25,record,,Illustrated brown paper over boards; green edges.,1827,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,Hamburg, Hoffmann & Campe,,,Drama,6 handcolored engravings.,"Lebrün, Carl.",,,,,,,,
PT19.A43v23,record,,Illustrated green paper over boards; blue end papers.,1825,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1825,Leipzig, P.G. Kummer,,,Drama,Colored Engravings,"Lebrün, Carl.","Lebrün, C., Deinhardstein",,,,,,,
PT19.A43v21,record,,Illustrated red paper over boards; speckled blue sheath; green edges. ,1823,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1826,Leipzig, P. G. Kumme,,,Drama,6 handcolored engravings.,"Mehrern, von.","Lebrün, C.; Schütze; Deinhardstein; Döring, Georg.",,,,,,,
PT19.A43v19,record,Former owner's inscription: [illegible].,Illustrated blue boards.,1821,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1827,Leipzig," Kummer, P. G",,,Drama,5 handcolored engravings.,"Mehrern, von.","Contessa, C. W.; Hell, Th.; Lebrün, C.",,,,,,,
PT19.A44,record,,Gilt stamped and embossed brown cloth over boards; gilt edges.,1846,Almanach für das kaiser]. koenigl. Hofoperntheater auf das Jahr 1846,Wien, Franz Edlen van Schmid & J. J. Busch,,,Dance ; music ; poetry. Lists of opera house singers and scheduled operas. Musical scores (14 pp.).,,"Bergmann, Ludwig.",,,,,,,,
PT19.A45,record,,Brown paper over boards. ,1785,Almanach für Dichter und schöne Geister auf das Jahr 1785,Gedruckt am Fuss des Parnasses [sic], n.p.,,,Calendar ; biographies of poets and writers. ,,,Bürger; Goethe; Heinse; Kleist; Lessing; Gellert; Gleim; Herder; Klopstock; Schiller. ,,,,,,,
PT19.A452,record,Former owner's bookplate: [Illustration]; Ex Museo Aug: d. J.; gründling.,Illustrated gray paper over boards; gilt edges; marbled end papers. ,1789,Almanach für die Erwachsnere Jugend männlichen Geschlechts,Leipzig, J. B. Beygang,,,Calendar ; poetry ; music ; nutrition. Musical scores (2 pp.).,,"Ehrenberg, Franz",,,,,,,,
PT19.A37,record,,Illustrated cream paper over boards; blue edges. ,1817,Almanach für Privatbühnen,Leipzig, G. J. Göschen ,,,Drama,,"Müllner, A.",Müllner; Wolff.,,,,,,,
PT19.A14 v.1,record,Former owner's inscription: [illegible].,Gray paper over boards; green edges; spine label. ,1823,Abendstunden der geselligen Unterhaltung geweiht,Leipzig, Joh. Fr. Gleditsch,,,Monologues ; romances ; essays,,,,Seems to be a reprint of the 1820 edition. ,,,,,,
PT19.A14 v.2,record,,Gray paper over boards; green edges; spine label. ,1823,Abendstunden der geselligen Unterhaltung geweiht,Leipzig, Joh. Fr. Gleditsch,,,Stories. ,,,"Laun, Fr.",Seems to be a reprint of the 1820 edition. ,,,,,,
PT19.A14 v.3,record,,Brown paper wrappers.,1821,Abendstunden der geselligen Unterhaltung geweiht,Leipzig, Joh. Fr. Gleditsch,,,Stories ; poetry.,,,,,,,,,,
PT19.A145,record,,Floral decorated paper over boards.,1810,Abentheuerliche Wanderung von Weimar nach Carlsbad,Leipzig, Johann Friedrich Gleditsch,,,Travel writing? ,4 handcolored engravings.  ,"Schütze, St",,,,,,,,
PT19.A16,record,,Decorated cream paper over boards. ,1794,Ährenlese vom Calenderfelde,Berlin, F. T. Lagarde,,,Stories ; calendar,,,Schink,,,,,,,
PT19.A17,record,,Illustrated blue paper over boards; gilt edges. ,1803,Aglaia: Jahrbuch für Frauenzimmer auf 1803,Frankfurt a. M., August Hermann,,,Stories ; calendar.,,"Stampeel, N. P.",,,,,,,,
PT19.A198 v.3,record,,Gilt stamped white paper ober boards; gilt edges. ,1817,Aglaja: Ein Taschenbuch für das Jahr 1817,Wien, Joh. Bapt. Wallishausser,,,Stories. ,,,"Grillparzer, Fr.",,,,,,,
PT19.A198 v.6,record,Fomer owner's inscription on inside of slip-case: [illegible].,Gilt-stamped red morocco in gilt-stamped red morocco slip case; gilt edges.,1820,Aglaja: Ein Taschenbuch für das Jahr 1820,Wien, Joh. Bapt. Wallishausser,,,Stories. ,,,,,,,,,,
PT19.A198 v.9,record,,Illustrated white paper over boards in tan paper slip case; gilt edges.,1823,Aglaja: Ein Taschenbuch für das Jahr 1823,Wien, Joh. Bapt. Wallishausser,,,Stories. ,,,"Fouque, L.M.; Rückert. ",,,,,,,
PT19.A198 v.10,record,,Illustrated white paper over boards; gilt edges.,1824,Aglaja: Taschenbuch für das Jahr 1824,Wien, John Baptist Wallishausser,,,Stories,,,,,,,,,,
PT19.A198v.11,record,,Pink gilt embossed boards; gilt edges; gilt decoration spine,1825,Aglaja: Taschenbuch für das Jahr 1825,Wien, John Baptist Wallishausser,,,Stories,,,"Rükert, Grillparzer",,,,,,,
PT19.A198v.13,record,,Illustrated white paper over boards; gilt edges. ,1827,Aglaja: Taschenbuch für das Jahr 1827,Wien, John Baptist Wallishausser,,,Stories. ,,,"Rükert, Grillparzer",,,,,,,
PT19.A198v.15,record,,Illustrated tan paper over boards; gilt edges. ,1829,Aglaja: Taschenbuch für das Jahr 1829,Wien, John Baptist Wallishausser,,,Stories. ,,,Grillparzer.,,,,,,,
PT19.A198v.16,record,,Green paper wrapper; no spine; gilt edges. ,1830,Aglaja: Taschenbuch für das Jahr 1830,Wien, John Baptist Wallishausser,,,Stories. ,,,,,,,,,,
PT19.A198v.17,record,Former owner's manuscript: [illegible].,Gilt-stamped blue satin over boards; gilt edges. ,1831,Aglaja: Taschenbuch für das Jahr 1831,Wien, John Baptist Wallishausser,,,Stories. ,,,,,,,,,,
PT19.A198v.18,record,,Illustrated pink paper over boards in blue boards slip case; gilt edges.,1832,Aglaja: Taschenbuch für das Jahr 1832,Wien, John Baptist Wallishausser,,,Stories. ,,,,,,,,,,
PT19.A2 v.1,record,,Pink paper over boards; gilt edges; spine label.,1833,Aglaja: Taschenbuch I,Wien, John Baptist Wallishausser,,,Stories. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,Grillparzer.,,,,,,,
PT19.A2 v.2,record,,Pink paper over boards; gilt edges; spine label.,1834,Aglaja: Taschenbuch II,Wien, John Baptist Wallishausser,,,Stories. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,Grillparzer. ,,,,,,,
PT19.A2 v.3,record,,Pink paper over boards in pink board slip case; gilt edges; spine label.,n.d.,Aglaja: Taschenbuch III,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,Grillparzer; Rückert.,,,,,,,
PT19.A2 v.4,record,,Gilt-stamped blue paper over boards; partially rebounds; gilt edges.,n.d.,Aglaja: Taschenbuch IV,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,,,,,,,,
PT19.A2 v.5,record,,Gilt-stamped green paper over boards; gilt edges; partially rebound.,n.d.,Aglaja: Taschenbuch V,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,,"Engraving designed by Corregio, Raphael, Da Vinci featured. ",,,,,,
PT19.A2 v.6,record,,Gilt stamped pink paper over boards; gilt edges. ,n.d.,Aglaja: Taschenbuch VI,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,,Engraving designed by Rembrandt.,,,,,,
PT19.A2 v.8,record,,Illustrated white paper over boards; gilt edges; partially rebounds. ,n.d.,Aglaja: Taschenbuch VIII,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,,,,,,,,
PT19.A2 v.9,record,Former owner's inscription on end-paper: 4.50; Richard [Guillpangen?].,Gilt-stamped gray paper over boards; gilt edges. ,n.d.,Aglaja: Taschenbuch IX,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,Rückert; Grillparzer. ,,,,,,,
PT19.A2 v.11,record,,Gilt-stamped blue paper over boards; partially rebounds; gilt edges.,n.d.,Aglaja: Taschenbuch XI,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,Castelli; Manfred.,,,,,,,
PT19.A2 v.12,record,Former owner's inscription on title page: 1836.,Gilt stamped pink paper over boards; gilt edges. ,n.d. [1836].,Aglaja: Taschenbuch XII,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,,,,,,,,
PT19.A2 v.13,record,,Copper-stamped cream paper over boards; gilt edges. ,n.d.,Aglaja: Taschenbuch XIII,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,Castelli; Grillparzer. ,,,,,,,
PT19.A2 v.14,record,,Copper-stamped yellow paper over boards; gilt edges. ,n.d.,Aglaja: Taschenbuch XIV,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,,,,,,,,
PT19.A2 v.15,record,Former owner's inscription: [In H. Lipr.].,Copper-stamped yellow paper over boards; gilt edges. ,n.d.,Aglaja: Taschenbuch XV,Wien, John Baptist Wallishausser,,,Stories ; poems. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition].",,,,,,,,,
PT19.A47 v.2,record,,1/4 calf binding with tan schrottel marbled boards.,1818,Almanach für Privatbühnen.,Leipzig, Georg Joachim Göschen,,,Drama ; essays ; directions to build a small theater.,,"Müllner, A.",,,,,,,,
PT19.A47 v.3,record,,Illustrated white paper over boards; blue edges. ,1819,Almanach für Privatbühnen.,Leipzig, Georg Joachim Göschen,,,Drama [two comedies ; two dramas].,,"Müllner, A.",,,,,,,,
PT19.A474,record,Fomer owner's stamp: Lincke. Heavy annotations in pencil throughout. ,1/4 calf with spattered brown paste paper over boards; red edges. ,1839,Almanach fürs Lustspiel.,Stuttgart, Hallberg'sche Verlagshandlung,,,Comedies. ,Advertisements in the back.,"Zedlitz, J. Ch. Baron.",,Linke Library Copy.  ,,,,,,
PT19.A485,record,,1/4 calf with spattered brown paste paper over boards; red edges. ,1816,Almanach lustiger Schwänke für die Bühne.,Berlin, Maurerschen Buchhandlung,,,6 satirical plays.,,"Friedrich, T. H.",,,,,,,,
PT19.A466,record,,Illustrated cream paper over boards.,1839,Almanach für Privatbühne,Riga und Leipzig, Eduard Frantzen,,,Drama.,,"Holtei, Karl von.",,,,,,,,
PT19.A5 v.1,record,,Illustrated brown paper over boards. ,1815,Almanach poetischer Spiele auf das Jahr 1815.,Frankfurt am Main, Friedrich Wilmans,,,Epigrams; poetry. ,,"Haug, Friedrich.",,,,,,,,
PT19.A5 v.2,record,Former owner's inscription: [Illegible]; Former owner's stamp: Leihbibliothek Stuttgard C.H. Kettner.,Marbled black paper over boards; green manuscript spine label. ,1816,Almanach poetischer Spiele auf das Jahr 1816,Frankfurt am Main, Friedrich Wilmans,,,Poetry ; puzzles,,"Haug, Friedrich.",,,,,,,,
PT19.A58 v.1,record,Former owner's bookplate: Marie von Rüdt.,Illustrated pink paper over boards. ,1812,Alpenrosen: Ein Schweizer Almanach auf das Jahr 1812,Bern & Leipzig, F. F. Burgdorfer & Fried. Aug. Leo,,,Poetry ; puzzles ; charades. Musical scores (4 pp.).,Engravings & Scores fold out. ,"Kuhn, Meisner, Wyss.",,,,,,,,
PT19.A58 v.2,record,,Illustrated blue paper over boards.,1813,Alpenrosen: Ein Schweizer Almanach auf das Jahr 1813,Bern & Leipzig, J. J. Burgdorfer & L. G. Schmid,,,Poetry ; puzzles ; charades. Musical scores (8 pp.).,,"Kuhn, Meisner, Wyss.",,,,,,,,
PT19.A58 v.4,record,Former owner's inscription: [illegible] [30.7.57.],Rebound red cloth cover over boards. ,1815,Alpenrosen: Ein Schweizer Almanach auf das Jahr 1815,Bern & Leipzig, J. J. Burgdorfer & L. G. Schmid,,,Poetry ; puzzles ; charades. Musical scores (6 pp.).,Engravings & Scores fold out. ,"Kuhn, Meisner, Wyss.",,,,,,,,
